Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turaround Time
423,4383.26,4383.27,0,4383.69,0.010000000000218,0.429999999999382
424,4383.36,4383.69,0,4385.67,0.329999999999927,2.3100000000004
425,4386.71,4386.71,0,4387.53,0,0.819999999999709
426,4408.05,4408.05,0,4408.38,0,0.329999999999927
427,4415.2,4415.2,0,4415.99,0,0.789999999999964
428,4417.02,4417.02,0,4417.53,0,0.509999999999309
429,4422.27,4422.27,0,4422.65,0,0.3799999999992
430,4428.86,4428.86,0,4428.96,0,0.100000000000364
431,4432.44,4432.44,0,4432.72,0,0.280000000000655
432,4438.59,4438.59,0,4441.03,0,2.4399999999996
433,4442.08,4442.08,0,4443.16,0,1.07999999999993
434,4443.15,4443.16,0,4445.93,0.010000000000218,2.78000000000065
435,4444.09,4445.93,0,4448.13,1.84000000000015,4.03999999999996
436,4484.85,4484.85,0,4485.74,0,0.889999999999418
437,4487.52,4487.52,0,4488.24,0,0.719999999999345
438,4488.42,4488.42,0,4490.08,0,1.65999999999985
439,4499.48,4499.48,0,4499.71,0,0.230000000000473
440,4508.48,4508.48,0,4508.56,0,0.080000000000837
441,4509.57,4509.57,0,4513.32,0,3.75
442,4516.67,4516.67,0,4517.66,0,0.989999999999782
443,4562.12,4562.12,0,4564.59,0,2.47000000000025
444,4574.35,4574.35,0,4575.17,0,0.819999999999709
445,4588.43,4588.43,0,4591.06,0,2.63000000000011
446,4601.87,4601.87,0,4601.89,0,0.020000000000437
447,4606.35,4606.35,0,4606.39,0,0.039999999999964
448,4616.78,4616.78,0,4617.03,0,0.25
449,4620.78,4620.78,0,4620.79,0,0.010000000000218
450,4648.02,4648.02,0,4649.68,0,1.65999999999985
451,4648.05,4649.68,0,4651.83,1.63000000000011,3.77999999999975
452,4682.27,4682.27,0,4683.2,0,0.929999999999382
453,4682.52,4683.2,0,4683.98,0.679999999999382,1.45999999999913
454,4684.71,4684.71,0,4684.8,0,0.090000000000146
455,4705.54,4705.54,0,4706.27,0,0.730000000000473
456,4722.99,4722.99,0,4723.9,0,0.909999999999855
457,4734.28,4734.28,0,4734.44,0,0.159999999999854
